,block_id,target_gas_cost,real_gas,shown_optimal,no_model_found,source_gas_cost,saved_gas,solver_time_in_sec,target_disasm,init_progr_len,final_progr_len,number_of_necessary_uninterpreted_instructions,number_of_necessary_push,result_is_correct,inferred_size,initial_size_relation,final_size_relation
58,0x9554efa1669014c25070bc23c2df262825704228_ReplaySafeSplit_block95_input.json,32.0,32.0,True,False,103,71.0,19.332,POP PUSH1 180 PUSH20 1461501637330902918203684832716283019655932542975 PUSH1 4 CALLDATALOAD AND PUSH20 1461501637330902918203684832716283019655932542975 PUSH1 36 CALLDATALOAD AND PUSH1 206 ,34,11.0,4,5,True,11,0.3235294117647059,1.0
59,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac_UpgradeableToken_block3942.2_input.json,742.0,742.0,True,False,742,0.0,2.892,PUSH1 4 ADD PUSH1 32 PUSH1 64 MLOAD DUP1 DUP4 SUB DUP2 PUSH1 0 DUP8 DUP9 EXTCODESIZE ISZERO DUP1 ,15,15.0,5,4,True,15,1.0,1.0
60,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac_UpgradeableToken_block1134_input.json,32.0,32.0,True,False,103,71.0,22.184,POP PUSH2 1219 PUSH20 1461501637330902918203684832716283019655932542975 PUSH1 4 CALLDATALOAD AND PUSH20 1461501637330902918203684832716283019655932542975 PUSH1 36 CALLDATALOAD AND PUSH2 4555 ,34,11.0,4,5,True,11,0.3235294117647059,1.0
61,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac_StandardToken_block148_input.json,26.0,26.0,True,False,97,71.0,8.752,POP PUSH1 211 PUSH1 4 CALLDATALOAD PUSH20 1461501637330902918203684832716283019655932542975 AND PUSH1 36 CALLDATALOAD PUSH2 767 ,32,9.0,3,5,True,9,0.28125,1.0
62,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac_CentrallyIssuedToken_block6044.0_input.json,724.0,724.0,True,False,817,93.0,1.6840000000000002,DUP1 PUSH20 1461501637330902918203684832716283019655932542975 AND PUSH1 3 SLOAD PUSH32 115792089237316195423570985007226406215939081747436879206741300988257197096960 AND OR PUSH1 3 ,15,9.0,4,3,True,9,0.6,1.0
63,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac_CentrallyIssuedToken_block1354_input.json,26.0,26.0,True,False,97,71.0,11.42,POP PUSH2 1417 PUSH1 4 CALLDATALOAD PUSH20 1461501637330902918203684832716283019655932542975 AND PUSH1 36 CALLDATALOAD PUSH2 4547 ,32,9.0,3,5,True,9,0.28125,1.0
64,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac_CentrallyIssuedToken_block435_input.json,26.0,26.0,True,False,97,71.0,10.136,POP PUSH2 498 PUSH1 4 CALLDATALOAD PUSH20 1461501637330902918203684832716283019655932542975 AND PUSH1 36 CALLDATALOAD PUSH2 2031 ,32,9.0,3,5,True,9,0.28125,1.0
65,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac_UpgradeableToken_block732_input.json,20.0,20.0,True,False,70,50.0,2.92,POP PUSH2 785 PUSH20 1461501637330902918203684832716283019655932542975 PUSH1 4 CALLDATALOAD AND PUSH2 3122 ,25,7.0,2,4,True,7,0.28,1.0
66,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac_BurnableToken_block170_input.json,26.0,26.0,True,False,97,71.0,10.34,POP PUSH1 233 PUSH1 4 CALLDATALOAD PUSH20 1461501637330902918203684832716283019655932542975 AND PUSH1 36 CALLDATALOAD PUSH2 921 ,32,9.0,3,5,True,9,0.28125,1.0
67,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac_UpgradeableToken_block1067_input.json,20.0,20.0,True,False,70,50.0,3.04,POP PUSH2 1120 PUSH20 1461501637330902918203684832716283019655932542975 PUSH1 4 CALLDATALOAD AND PUSH2 3753 ,25,7.0,2,4,True,7,0.28,1.0
